Run_ID,Repeat,Outer_Fold,Outer_ID,Feature_Count,Model_Family,Derived_Seed,Search_Independent_Fixed_k,Index_Hash,Search_Stage
R02_F01_k04_Native_RF_Physics,2,1,R02_F01,4,Native_RF_Physics,1052,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k04_RegressorChain_ET_Physics,2,1,R02_F01,4,RegressorChain_ET_Physics,1052,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k05_Independent_ET_Physics,2,1,R02_F01,5,Independent_ET_Physics,1053,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k05_Native_ET_Physics,2,1,R02_F01,5,Native_ET_Physics,1053,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k05_Native_RF_Physics,2,1,R02_F01,5,Native_RF_Physics,1053,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k05_RegressorChain_ET_Physics,2,1,R02_F01,5,RegressorChain_ET_Physics,1053,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k06_Independent_ET_Physics,2,1,R02_F01,6,Independent_ET_Physics,1054,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k06_Native_ET_Physics,2,1,R02_F01,6,Native_ET_Physics,1054,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k06_Native_RF_Physics,2,1,R02_F01,6,Native_RF_Physics,1054,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k06_RegressorChain_ET_Physics,2,1,R02_F01,6,RegressorChain_ET_Physics,1054,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k07_Independent_ET_Physics,2,1,R02_F01,7,Independent_ET_Physics,1055,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k07_Native_ET_Physics,2,1,R02_F01,7,Native_ET_Physics,1055,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k07_Native_RF_Physics,2,1,R02_F01,7,Native_RF_Physics,1055,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k07_RegressorChain_ET_Physics,2,1,R02_F01,7,RegressorChain_ET_Physics,1055,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k08_Independent_ET_Physics,2,1,R02_F01,8,Independent_ET_Physics,1056,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k08_Native_ET_Physics,2,1,R02_F01,8,Native_ET_Physics,1056,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k08_Native_RF_Physics,2,1,R02_F01,8,Native_RF_Physics,1056,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k08_RegressorChain_ET_Physics,2,1,R02_F01,8,RegressorChain_ET_Physics,1056,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k09_Independent_ET_Physics,2,1,R02_F01,9,Independent_ET_Physics,1057,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k09_Native_ET_Physics,2,1,R02_F01,9,Native_ET_Physics,1057,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k09_Native_RF_Physics,2,1,R02_F01,9,Native_RF_Physics,1057,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k09_RegressorChain_ET_Physics,2,1,R02_F01,9,RegressorChain_ET_Physics,1057,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k10_Independent_ET_Physics,2,1,R02_F01,10,Independent_ET_Physics,1058,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k10_Native_ET_Physics,2,1,R02_F01,10,Native_ET_Physics,1058,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k10_Native_RF_Physics,2,1,R02_F01,10,Native_RF_Physics,1058,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k10_RegressorChain_ET_Physics,2,1,R02_F01,10,RegressorChain_ET_Physics,1058,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k11_Independent_ET_Physics,2,1,R02_F01,11,Independent_ET_Physics,1059,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k11_Native_ET_Physics,2,1,R02_F01,11,Native_ET_Physics,1059,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k11_Native_RF_Physics,2,1,R02_F01,11,Native_RF_Physics,1059,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k11_RegressorChain_ET_Physics,2,1,R02_F01,11,RegressorChain_ET_Physics,1059,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k12_Independent_ET_Physics,2,1,R02_F01,12,Independent_ET_Physics,1060,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k12_Native_ET_Physics,2,1,R02_F01,12,Native_ET_Physics,1060,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k12_Native_RF_Physics,2,1,R02_F01,12,Native_RF_Physics,1060,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k12_RegressorChain_ET_Physics,2,1,R02_F01,12,RegressorChain_ET_Physics,1060,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k13_Independent_ET_Physics,2,1,R02_F01,13,Independent_ET_Physics,1061,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k13_Native_ET_Physics,2,1,R02_F01,13,Native_ET_Physics,1061,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k13_Native_RF_Physics,2,1,R02_F01,13,Native_RF_Physics,1061,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k13_RegressorChain_ET_Physics,2,1,R02_F01,13,RegressorChain_ET_Physics,1061,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k14_Independent_ET_Physics,2,1,R02_F01,14,Independent_ET_Physics,1062,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k14_Native_ET_Physics,2,1,R02_F01,14,Native_ET_Physics,1062,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k14_Native_RF_Physics,2,1,R02_F01,14,Native_RF_Physics,1062,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k14_RegressorChain_ET_Physics,2,1,R02_F01,14,RegressorChain_ET_Physics,1062,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k15_Independent_ET_Physics,2,1,R02_F01,15,Independent_ET_Physics,1063,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k15_Native_ET_Physics,2,1,R02_F01,15,Native_ET_Physics,1063,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k15_Native_RF_Physics,2,1,R02_F01,15,Native_RF_Physics,1063,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k15_RegressorChain_ET_Physics,2,1,R02_F01,15,RegressorChain_ET_Physics,1063,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k16_Independent_ET_Physics,2,1,R02_F01,16,Independent_ET_Physics,1064,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k16_Native_ET_Physics,2,1,R02_F01,16,Native_ET_Physics,1064,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k16_Native_RF_Physics,2,1,R02_F01,16,Native_RF_Physics,1064,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k16_RegressorChain_ET_Physics,2,1,R02_F01,16,RegressorChain_ET_Physics,1064,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k17_Independent_ET_Physics,2,1,R02_F01,17,Independent_ET_Physics,1065,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k17_Native_ET_Physics,2,1,R02_F01,17,Native_ET_Physics,1065,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k17_Native_RF_Physics,2,1,R02_F01,17,Native_RF_Physics,1065,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F01_k17_RegressorChain_ET_Physics,2,1,R02_F01,17,RegressorChain_ET_Physics,1065,True,91ad1dc7492ebf7542399228303db84cf0ec706a16d9a1cf00ffdc2895cb987d,outer_fixed_k
R02_F02_k03_Independent_ET_Physics,2,2,R02_F02,3,Independent_ET_Physics,1052,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k03_Native_ET_Physics,2,2,R02_F02,3,Native_ET_Physics,1052,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k03_Native_RF_Physics,2,2,R02_F02,3,Native_RF_Physics,1052,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k03_RegressorChain_ET_Physics,2,2,R02_F02,3,RegressorChain_ET_Physics,1052,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k04_Independent_ET_Physics,2,2,R02_F02,4,Independent_ET_Physics,1053,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k04_Native_ET_Physics,2,2,R02_F02,4,Native_ET_Physics,1053,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k04_Native_RF_Physics,2,2,R02_F02,4,Native_RF_Physics,1053,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k04_RegressorChain_ET_Physics,2,2,R02_F02,4,RegressorChain_ET_Physics,1053,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k05_Independent_ET_Physics,2,2,R02_F02,5,Independent_ET_Physics,1054,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k05_Native_ET_Physics,2,2,R02_F02,5,Native_ET_Physics,1054,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k05_Native_RF_Physics,2,2,R02_F02,5,Native_RF_Physics,1054,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k05_RegressorChain_ET_Physics,2,2,R02_F02,5,RegressorChain_ET_Physics,1054,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k06_Independent_ET_Physics,2,2,R02_F02,6,Independent_ET_Physics,1055,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k06_Native_ET_Physics,2,2,R02_F02,6,Native_ET_Physics,1055,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k06_Native_RF_Physics,2,2,R02_F02,6,Native_RF_Physics,1055,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k06_RegressorChain_ET_Physics,2,2,R02_F02,6,RegressorChain_ET_Physics,1055,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k07_Independent_ET_Physics,2,2,R02_F02,7,Independent_ET_Physics,1056,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k07_Native_ET_Physics,2,2,R02_F02,7,Native_ET_Physics,1056,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k07_Native_RF_Physics,2,2,R02_F02,7,Native_RF_Physics,1056,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k07_RegressorChain_ET_Physics,2,2,R02_F02,7,RegressorChain_ET_Physics,1056,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k08_Independent_ET_Physics,2,2,R02_F02,8,Independent_ET_Physics,1057,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k08_Native_ET_Physics,2,2,R02_F02,8,Native_ET_Physics,1057,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k08_Native_RF_Physics,2,2,R02_F02,8,Native_RF_Physics,1057,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k08_RegressorChain_ET_Physics,2,2,R02_F02,8,RegressorChain_ET_Physics,1057,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k09_Independent_ET_Physics,2,2,R02_F02,9,Independent_ET_Physics,1058,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k09_Native_ET_Physics,2,2,R02_F02,9,Native_ET_Physics,1058,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k09_Native_RF_Physics,2,2,R02_F02,9,Native_RF_Physics,1058,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k09_RegressorChain_ET_Physics,2,2,R02_F02,9,RegressorChain_ET_Physics,1058,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k10_Independent_ET_Physics,2,2,R02_F02,10,Independent_ET_Physics,1059,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k10_Native_ET_Physics,2,2,R02_F02,10,Native_ET_Physics,1059,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k10_Native_RF_Physics,2,2,R02_F02,10,Native_RF_Physics,1059,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k10_RegressorChain_ET_Physics,2,2,R02_F02,10,RegressorChain_ET_Physics,1059,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k11_Independent_ET_Physics,2,2,R02_F02,11,Independent_ET_Physics,1060,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k11_Native_ET_Physics,2,2,R02_F02,11,Native_ET_Physics,1060,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k11_Native_RF_Physics,2,2,R02_F02,11,Native_RF_Physics,1060,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k11_RegressorChain_ET_Physics,2,2,R02_F02,11,RegressorChain_ET_Physics,1060,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k12_Independent_ET_Physics,2,2,R02_F02,12,Independent_ET_Physics,1061,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k12_Native_ET_Physics,2,2,R02_F02,12,Native_ET_Physics,1061,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k12_Native_RF_Physics,2,2,R02_F02,12,Native_RF_Physics,1061,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k12_RegressorChain_ET_Physics,2,2,R02_F02,12,RegressorChain_ET_Physics,1061,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k13_Independent_ET_Physics,2,2,R02_F02,13,Independent_ET_Physics,1062,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k13_Native_ET_Physics,2,2,R02_F02,13,Native_ET_Physics,1062,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k13_Native_RF_Physics,2,2,R02_F02,13,Native_RF_Physics,1062,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k13_RegressorChain_ET_Physics,2,2,R02_F02,13,RegressorChain_ET_Physics,1062,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k14_Independent_ET_Physics,2,2,R02_F02,14,Independent_ET_Physics,1063,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k14_Native_ET_Physics,2,2,R02_F02,14,Native_ET_Physics,1063,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k14_Native_RF_Physics,2,2,R02_F02,14,Native_RF_Physics,1063,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k14_RegressorChain_ET_Physics,2,2,R02_F02,14,RegressorChain_ET_Physics,1063,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k15_Independent_ET_Physics,2,2,R02_F02,15,Independent_ET_Physics,1064,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k15_Native_ET_Physics,2,2,R02_F02,15,Native_ET_Physics,1064,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k15_Native_RF_Physics,2,2,R02_F02,15,Native_RF_Physics,1064,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k15_RegressorChain_ET_Physics,2,2,R02_F02,15,RegressorChain_ET_Physics,1064,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k16_Independent_ET_Physics,2,2,R02_F02,16,Independent_ET_Physics,1065,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k16_Native_ET_Physics,2,2,R02_F02,16,Native_ET_Physics,1065,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k16_Native_RF_Physics,2,2,R02_F02,16,Native_RF_Physics,1065,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k16_RegressorChain_ET_Physics,2,2,R02_F02,16,RegressorChain_ET_Physics,1065,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k17_Independent_ET_Physics,2,2,R02_F02,17,Independent_ET_Physics,1066,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k17_Native_ET_Physics,2,2,R02_F02,17,Native_ET_Physics,1066,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k17_Native_RF_Physics,2,2,R02_F02,17,Native_RF_Physics,1066,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F02_k17_RegressorChain_ET_Physics,2,2,R02_F02,17,RegressorChain_ET_Physics,1066,True,35455dc2912198a8519982107b8e5608b12c392a0d6c9bb35e60f72f1c05f6d1,outer_fixed_k
R02_F03_k03_Independent_ET_Physics,2,3,R02_F03,3,Independent_ET_Physics,1053,True,fc9a974e58f44f17baeb119a46f1675d480cdcc230c24a3642d9bc9cdee4041a,outer_fixed_k
R02_F03_k03_Native_ET_Physics,2,3,R02_F03,3,Native_ET_Physics,1053,True,fc9a974e58f44f17baeb119a46f1675d480cdcc230c24a3642d9bc9cdee4041a,outer_fixed_k
R02_F03_k03_Native_RF_Physics,2,3,R02_F03,3,Native_RF_Physics,1053,True,fc9a974e58f44f17baeb119a46f1675d480cdcc230c24a3642d9bc9cdee4041a,outer_fixed_k
R02_F03_k03_RegressorChain_ET_Physics,2,3,R02_F03,3,RegressorChain_ET_Physics,1053,True,fc9a974e58f44f17baeb119a46f1675d480cdcc230c24a3642d9bc9cdee4041a,outer_fixed_k
R02_F03_k04_Independent_ET_Physics,2,3,R02_F03,4,Independent_ET_Physics,1054,True,fc9a974e58f44f17baeb119a46f1675d480cdcc230c24a3642d9bc9cdee4041a,outer_fixed_k
R02_F03_k04_Native_ET_Physics,2,3,R02_F03,4,Native_ET_Physics,1054,True,fc9a974e58f44f17baeb119a46f1675d480cdcc230c24a3642d9bc9cdee4041a,outer_fixed_k
R02_F03_k04_Native_RF_Physics,2,3,R02_F03,4,Native_RF_Physics,1054,True,fc9a974e58f44f17baeb119a46f1675d480cdcc230c24a3642d9bc9cdee4041a,outer_fixed_k
R02_F03_k04_RegressorChain_ET_Physics,2,3,R02_F03,4,RegressorChain_ET_Physics,1054,True,fc9a974e58f44f17baeb119a46f1675d480cdcc230c24a3642d9bc9cdee4041a,outer_fixed_k
R02_F03_k05_Independent_ET_Physics,2,3,R02_F03,5,Independent_ET_Physics,1055,True,fc9a974e58f44f17baeb119a46f1675d480cdcc230c24a3642d9bc9cdee4041a,outer_fixed_k
R02_F03_k05_Native_ET_Physics,2,3,R02_F03,5,Native_ET_Physics,1055,True,fc9a974e58f44f17baeb119a46f1675d480cdcc230c24a3642d9bc9cdee4041a,outer_fixed_k
R02_F03_k05_Native_RF_Physics,2,3,R02_F03,5,Native_RF_Physics,1055,True,fc9a974e58f44f17baeb119a46f1675d480cdcc230c24a3642d9bc9cdee4041a,outer_fixed_k
R02_F03_k05_RegressorChain_ET_Physics,2,3,R02_F03,5,RegressorChain_ET_Physics,1055,True,fc9a974e58f44f17baeb119a46f1675d480cdcc230c24a3642d9bc9cdee4041a,outer_fixed_k
R02_F03_k06_Independent_ET_Physics,2,3,R02_F03,6,Independent_ET_Physics,1056,True,fc9a974e58f44f17baeb119a46f1675d480cdcc230c24a3642d9bc9cdee4041a,outer_fixed_k
R02_F03_k06_Native_ET_Physics,2,3,R02_F03,6,Native_ET_Physics,1056,True,fc9a974e58f44f17baeb119a46f1675d480cdcc230c24a3642d9bc9cdee4041a,outer_fixed_k
R02_F03_k06_Native_RF_Physics,2,3,R02_F03,6,Native_RF_Physics,1056,True,fc9a974e58f44f17baeb119a46f1675d480cdcc230c24a3642d9bc9cdee4041a,outer_fixed_k
R02_F03_k06_RegressorChain_ET_Physics,2,3,R02_F03,6,RegressorChain_ET_Physics,1056,True,fc9a974e58f44f17baeb119a46f1675d480cdcc230c24a3642d9bc9cdee4041a,outer_fixed_k
R02_F03_k07_Independent_ET_Physics,2,3,R02_F03,7,Independent_ET_Physics,1057,True,fc9a974e58f44f17baeb119a46f1675d480cdcc230c24a3642d9bc9cdee4041a,outer_fixed_k
R02_F03_k07_Native_ET_Physics,2,3,R02_F03,7,Native_ET_Physics,1057,True,fc9a974e58f44f17baeb119a46f1675d480cdcc230c24a3642d9bc9cdee4041a,outer_fixed_k
R02_F03_k07_Native_RF_Physics,2,3,R02_F03,7,Native_RF_Physics,1057,True,fc9a974e58f44f17baeb119a46f1675d480cdcc230c24a3642d9bc9cdee4041a,outer_fixed_k
R02_F03_k07_RegressorChain_ET_Physics,2,3,R02_F03,7,RegressorChain_ET_Physics,1057,True,fc9a974e58f44f17baeb119a46f1675d480cdcc230c24a3642d9bc9cdee4041a,outer_fixed_k
R02_F03_k08_Independent_ET_Physics,2,3,R02_F03,8,Independent_ET_Physics,1058,True,fc9a974e58f44f17baeb119a46f1675d480cdcc230c24a3642d9bc9cdee4041a,outer_fixed_k
R02_F03_k08_Native_ET_Physics,2,3,R02_F03,8,Native_ET_Physics,1058,True,fc9a974e58f44f17baeb119a46f1675d480cdcc230c24a3642d9bc9cdee4041a,outer_fixed_k
R02_F03_k08_Native_RF_Physics,2,3,R02_F03,8,Native_RF_Physics,1058,True,fc9a974e58f44f17baeb119a46f1675d480cdcc230c24a3642d9bc9cdee4041a,outer_fixed_k
