Feature_Count,Repeat,Fold,Outer_ID,Implementation,Chain_Order,Target,R2,RMSE,MAE,NRMSE,NMAE,MAPE_Percent,Selected_Chain_Order,Chain_Order_Status
,3,2,R03_F02,RegressorChain(ExtraTreesRegressor),El>UTS>YS,YS,0.8134557798135678,49.568156035032715,36.05628449074098,0.4071236573250084,0.29614509769229014,11.479073246474021,El>UTS>YS,Selected_by_inner_training_CV
,3,2,R03_F02,RegressorChain(ExtraTreesRegressor),El>UTS>YS,UTS,0.8105013605438467,40.823846855913544,31.14053298611147,0.3843836428159276,0.29320880882878336,7.197955556993918,El>UTS>YS,Selected_by_inner_training_CV
,3,2,R03_F02,RegressorChain(ExtraTreesRegressor),El>UTS>YS,El,0.7723657369957786,3.6911676813341527,2.481488850308653,0.5225616275909969,0.35130640610656433,16.962849947961494,El>UTS>YS,Selected_by_inner_training_CV
,3,2,R03_F02,RegressorChain(ExtraTreesRegressor),El>UTS>YS,Macro,0.7987742924510645,,,0.43802297591064426,0.31355343754254594,,El>UTS>YS,Selected_by_inner_training_CV
,3,3,R03_F03,RegressorChain(ExtraTreesRegressor),El>UTS>YS,YS,0.8672504372588087,42.28874820312768,29.2620377314815,0.3484679250168246,0.24112516930210823,9.439597589242263,El>UTS>YS,Selected_by_inner_training_CV
,3,3,R03_F03,RegressorChain(ExtraTreesRegressor),El>UTS>YS,UTS,0.8981053880163814,32.90545709524616,23.599608796296636,0.31639869742479,0.2269193666348312,5.363000873052662,El>UTS>YS,Selected_by_inner_training_CV
,3,3,R03_F03,RegressorChain(ExtraTreesRegressor),El>UTS>YS,El,0.788355516941846,3.2786304076836488,1.982175289351852,0.45450426329642907,0.27478154216465656,18.303041273261993,El>UTS>YS,Selected_by_inner_training_CV
,3,3,R03_F03,RegressorChain(ExtraTreesRegressor),El>UTS>YS,Macro,0.8512371140723453,,,0.37312362857934794,0.24760869270053198,,El>UTS>YS,Selected_by_inner_training_CV
,3,4,R03_F04,RegressorChain(ExtraTreesRegressor),YS>El>UTS,YS,0.8477961547976288,48.20968282448931,32.10928217592649,0.40533518504556554,0.2699669665913698,9.746491012544979,YS>El>UTS,Selected_by_inner_training_CV
,3,4,R03_F04,RegressorChain(ExtraTreesRegressor),YS>El>UTS,UTS,0.8714627588628683,37.87766263254907,23.13983124999972,0.3679829007507869,0.22480432092294503,5.331288757386239,YS>El>UTS,Selected_by_inner_training_CV
