Si,Fe,Cu,Mn,Mg,Cr,Zn,V,Ti,Zr,Li,Ni,Be,Sc,Tsol,Tage,tage,YS,UTS,El,Original_Index,Data_Split
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,140.0,88.0,488.7,526.7,18.2,310,Proper_Training
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,160.0,1.0,524.5,563.5,14.3,311,Proper_Training
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,160.0,2.0,543.5,571.5,14.2,312,Final_Test
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,160.0,4.0,561.5,580.0,15.0,313,Proper_Training
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,160.0,6.0,553.1,563.5,14.9,314,Calibration
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,160.0,10.0,523.6,545.7,15.5,315,Proper_Training
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,160.0,18.0,468.0,502.9,17.7,316,Proper_Training
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,160.0,30.0,437.9,480.4,17.7,317,Final_Test
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,160.0,48.0,395.8,448.5,16.3,318,Calibration
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,160.0,64.0,374.1,432.2,16.9,319,Calibration
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,525.0,175.0,0.166666666666667,61.8,135.6,32.9,320,Proper_Training
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,525.0,175.0,0.5,64.7,141.6,33.0,321,Proper_Training
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,525.0,175.0,1.0,155.7,231.4,26.3,322,Proper_Training
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,525.0,175.0,1.5,172.9,234.2,22.5,323,Proper_Training
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,525.0,175.0,2.0,151.5,202.6,25.6,324,Proper_Training
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,525.0,175.0,2.5,134.9,220.5,19.1,325,Proper_Training
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,525.0,175.0,3.0,176.1,226.9,17.5,326,Proper_Training
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,525.0,175.0,4.0,227.2,265.8,16.3,327,Proper_Training
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,525.0,175.0,6.0,246.7,278.0,18.3,328,Proper_Training
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,525.0,175.0,8.0,245.1,285.6,17.6,329,Calibration
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,525.0,175.0,12.0,223.4,249.6,19.5,330,Calibration
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,525.0,175.0,16.0,250.5,281.2,16.5,331,Proper_Training
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,525.0,175.0,48.0,227.2,248.9,18.1,332,Final_Test
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,525.0,175.0,96.0,207.4,238.4,16.9,333,Proper_Training
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,525.0,175.0,168.0,191.4,222.4,21.5,334,Proper_Training
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,525.0,175.0,336.0,137.5,193.4,19.7,335,Calibration
0.082,0.35,0.12,0.3,2.3,0.0,5.2,0.0,0.0,0.13,0.0,0.0,0.0,0.0,470.0,25.0,0.0,190.0,327.0,18.68,336,Final_Test
0.082,0.35,0.12,0.3,2.3,0.0,5.2,0.0,0.0,0.13,0.0,0.0,0.0,0.0,470.0,120.0,0.5,290.0,431.0,15.81,337,Proper_Training
0.082,0.35,0.12,0.3,2.3,0.0,5.2,0.0,0.0,0.13,0.0,0.0,0.0,0.0,470.0,120.0,24.0,400.0,457.0,10.58,338,Final_Test
0.082,0.35,0.12,0.3,2.3,0.0,5.2,0.0,0.0,0.13,0.0,0.0,0.0,0.0,470.0,120.0,120.0,360.0,431.0,11.13,339,Proper_Training
0.6,0.4,0.3,0.12,1.01,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,190.0,1.0,309.0,387.0,8.0,340,Final_Test
0.6,0.4,0.3,0.12,1.01,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,190.0,2.0,315.0,432.0,6.0,341,Proper_Training
0.6,0.4,0.3,0.12,1.01,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,190.0,3.0,342.0,304.0,8.2,342,Proper_Training
0.6,0.4,0.3,0.12,1.01,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,190.0,4.0,336.0,292.0,8.5,343,Calibration
0.02,0.04,1.79,0.0,1.5,0.0,7.41,0.0,0.04,0.09,0.0,0.0,0.0,0.0,480.0,90.0,1.0,301.0,475.0,24.1,344,Proper_Training
0.02,0.04,1.79,0.0,1.5,0.0,7.41,0.0,0.04,0.09,0.0,0.0,0.0,0.0,480.0,90.0,40.0,434.0,555.0,15.5,345,Proper_Training
0.02,0.04,1.79,0.0,1.5,0.0,7.41,0.0,0.04,0.09,0.0,0.0,0.0,0.0,480.0,150.0,1.0,391.0,500.0,16.1,346,Calibration
0.02,0.04,1.79,0.0,1.5,0.0,7.41,0.0,0.04,0.09,0.0,0.0,0.0,0.0,480.0,150.0,8.0,489.0,542.0,13.0,347,Proper_Training
0.15,0.26,1.5,0.0,2.4,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,140.0,1.0,417.9,518.3,22.3,348,Proper_Training
0.15,0.26,1.5,0.0,2.4,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,140.0,2.0,448.2,529.2,20.2,349,Proper_Training
0.15,0.26,1.5,0.0,2.4,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,140.0,12.0,484.0,543.9,17.7,350,Proper_Training
0.15,0.26,1.5,0.0,2.4,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,140.0,16.0,512.8,566.5,16.3,351,Proper_Training
0.15,0.26,1.5,0.0,2.4,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,140.0,96.0,476.3,543.2,16.4,352,Proper_Training
0.15,0.26,1.5,0.0,2.4,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,140.0,264.0,449.8,526.8,15.6,353,Final_Test
0.5,0.5,4.5,0.58,1.5,0.01,0.25,0.0,0.15,0.0,0.0,0.0,0.0,0.0,500.0,25.0,0.0,224.6,411.7,31.1,354,Proper_Training
0.5,0.5,4.5,0.58,1.5,0.01,0.25,0.0,0.15,0.0,0.0,0.0,0.0,0.0,500.0,180.0,2.0,315.6,457.8,28.76,355,Final_Test
0.5,0.5,4.5,0.58,1.5,0.01,0.25,0.0,0.15,0.0,0.0,0.0,0.0,0.0,500.0,180.0,6.0,368.3,473.0,23.6,356,Proper_Training
0.5,0.5,4.5,0.58,1.5,0.01,0.25,0.0,0.15,0.0,0.0,0.0,0.0,0.0,500.0,180.0,16.0,392.6,482.2,13.2,357,Calibration
0.5,0.5,4.5,0.58,1.5,0.01,0.25,0.0,0.15,0.0,0.0,0.0,0.0,0.0,500.0,180.0,48.0,353.8,423.6,8.8,358,Proper_Training
0.5,0.5,4.5,0.58,1.5,0.01,0.25,0.0,0.15,0.0,0.0,0.0,0.0,0.0,500.0,180.0,120.0,304.3,392.0,12.8,359,Calibration
0.01,0.08,5.64,0.33,0.23,0.0,0.0,0.09,0.11,0.15,0.0,0.0,0.0,0.0,530.0,25.0,0.0,136.2,349.3,28.4,360,Proper_Training
0.01,0.08,5.64,0.33,0.23,0.0,0.0,0.09,0.11,0.15,0.0,0.0,0.0,0.0,530.0,190.0,3.0,289.2,425.7,21.4,361,Calibration
0.01,0.08,5.64,0.33,0.23,0.0,0.0,0.09,0.11,0.15,0.0,0.0,0.0,0.0,530.0,190.0,12.0,292.3,408.8,16.3,362,Calibration
0.01,0.08,5.64,0.33,0.23,0.0,0.0,0.09,0.11,0.15,0.0,0.0,0.0,0.0,530.0,190.0,20.0,289.0,410.7,13.6,363,Proper_Training
0.01,0.08,5.64,0.33,0.23,0.0,0.0,0.09,0.11,0.15,0.0,0.0,0.0,0.0,530.0,190.0,50.0,278.7,393.7,10.6,364,Proper_Training
0.02,0.04,1.79,0.0,1.5,0.0,7.41,0.0,0.04,0.09,0.0,0.0,0.0,0.0,480.0,90.0,1.0,301.0,475.0,24.1,365,Proper_Training
0.02,0.04,1.79,0.0,1.5,0.0,7.41,0.0,0.04,0.09,0.0,0.0,0.0,0.0,480.0,90.0,40.0,434.0,555.0,15.5,366,Calibration
0.02,0.04,1.79,0.0,1.5,0.0,7.41,0.0,0.04,0.09,0.0,0.0,0.0,0.0,480.0,150.0,1.0,391.0,500.0,16.1,367,Calibration
0.02,0.04,1.79,0.0,1.5,0.0,7.41,0.0,0.04,0.09,0.0,0.0,0.0,0.0,480.0,150.0,8.0,489.0,542.0,13.0,368,Final_Test
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,460.0,170.0,8.0,331.43,392.76,3.1,369,Proper_Training
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,474.5,172.7,8.0,369.33,421.0,2.33,370,Final_Test
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,479.9,172.2,8.0,378.0,419.0,2.0,371,Proper_Training
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,480.0,170.0,8.0,393.6,436.8,1.7,372,Proper_Training
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,480.0,160.0,8.0,340.1,428.84,3.02,373,Final_Test
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,480.0,165.0,10.0,404.67,431.0,2.33,374,Calibration
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,480.0,165.0,7.0,357.5,411.5,2.5,375,Proper_Training
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,480.0,165.0,8.0,384.67,431.67,2.83,376,Proper_Training
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,480.0,170.0,13.0,387.34,444.03,2.73,377,Calibration
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,480.0,170.0,6.0,375.54,431.56,2.27,378,Proper_Training
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,480.0,185.0,8.0,379.71,423.12,2.19,379,Final_Test
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,480.0,195.0,7.8,287.67,362.0,2.33,380,Proper_Training
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,480.0,195.0,8.0,345.71,384.47,2.4,381,Proper_Training
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,480.0,170.0,10.0,388.19,435.25,1.91,382,Proper_Training
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,480.0,170.0,8.0,355.58,415.51,2.27,383,Final_Test
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,481.7,171.5,8.0,373.67,422.0,2.0,384,Proper_Training
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,482.0,170.5,8.0,376.0,415.0,2.0,385,Calibration
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,482.5,169.2,8.0,367.67,420.0,2.0,386,Proper_Training
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,482.5,171.5,8.0,376.0,421.5,2.25,387,Proper_Training
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,483.3,172.2,8.0,377.0,426.0,2.0,388,Proper_Training
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,483.9,170.7,8.0,378.0,410.0,2.5,389,Proper_Training
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,485.0,170.4,8.0,365.0,431.5,1.5,390,Final_Test
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,490.0,170.0,7.0,407.39,457.08,2.19,391,Proper_Training
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,490.0,165.0,10.0,414.67,435.0,1.83,392,Calibration
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,490.0,165.0,8.0,404.0,429.0,1.17,393,Proper_Training
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,490.0,170.0,8.0,394.19,451.67,3.02,394,Calibration
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,500.0,160.0,7.5,351.67,376.0,2.17,395,Proper_Training
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,500.0,195.0,7.0,383.33,450.67,1.67,396,Final_Test
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,500.0,170.0,8.0,415.9,443.45,1.43,397,Calibration
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,500.0,195.0,7.6,317.33,419.67,3.17,398,Final_Test
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,505.0,160.0,6.0,327.2,433.0,1.9,399,Proper_Training
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,505.0,160.0,7.0,306.67,429.67,1.83,400,Final_Test
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,510.0,160.0,6.5,322.33,461.67,1.17,401,Final_Test
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,510.0,190.0,7.0,329.67,435.0,2.0,402,Proper_Training
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,510.0,165.0,6.5,351.67,396.0,2.17,403,Calibration
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,510.0,160.0,6.5,328.0,454.0,2.0,404,Proper_Training
11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,510.0,190.0,7.0,313.33,421.0,2.17,405,Proper_Training
0.644,0.116,4.41,0.521,0.691,0.0,0.0,0.013,0.014,0.0,0.0,0.0,0.0,0.0,520.0,160.0,24.0,402.0,464.0,13.9,406,Proper_Training
0.644,0.116,4.41,0.521,0.691,0.0,0.0,0.013,0.014,0.0,0.0,0.0,0.0,0.0,520.0,170.0,16.0,448.0,504.0,10.1,407,Calibration
0.644,0.116,4.41,0.521,0.691,0.0,0.0,0.013,0.014,0.0,0.0,0.0,0.0,0.0,520.0,180.0,10.0,422.0,494.0,9.6,408,Proper_Training
0.644,0.116,4.41,0.521,0.691,0.0,0.0,0.013,0.014,0.0,0.0,0.0,0.0,0.0,520.0,200.0,6.0,409.0,488.0,8.4,409,Final_Test
1.18,0.24,0.09,0.9,1.07,0.14,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,560.0,180.0,2.0,305.0,364.0,13.0,410,Calibration
1.18,0.24,0.09,0.9,1.07,0.14,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,560.0,180.0,6.0,328.0,360.0,10.0,411,Calibration
1.18,0.24,0.09,0.9,1.07,0.14,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,560.0,180.0,6.0,366.0,390.0,8.0,412,Calibration
1.2,0.18,0.06,0.86,0.97,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,175.0,2.0,380.0,430.0,17.0,413,Proper_Training
1.2,0.18,0.06,0.86,0.97,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,180.0,6.0,380.0,425.0,16.0,414,Proper_Training
1.2,0.18,0.06,0.86,0.97,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,190.0,1.0,340.0,419.0,21.0,415,Proper_Training
1.2,0.18,0.06,0.86,0.97,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,190.0,2.0,400.0,438.0,24.0,416,Calibration
1.2,0.18,0.06,0.86,0.97,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,175.0,6.0,405.0,440.0,20.0,417,Final_Test
1.2,0.18,0.06,0.86,0.97,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,180.0,6.0,350.0,405.0,20.0,418,Proper_Training
1.2,0.18,0.06,0.86,0.97,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,190.0,1.0,350.0,400.0,18.0,419,Calibration
1.2,0.18,0.06,0.86,0.97,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,190.0,2.0,320.0,431.0,21.0,420,Final_Test
0.85,0.7,4.45,0.8,0.5,0.1,0.25,0.0,0.15,0.0,0.0,0.0,0.0,0.0,500.0,150.0,4.0,348.0,403.0,6.5,421,Proper_Training
0.85,0.7,4.45,0.8,0.5,0.1,0.25,0.0,0.15,0.0,0.0,0.0,0.0,0.0,500.0,165.0,10.0,454.0,466.0,10.5,422,Proper_Training
0.8,0.0,4.4,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.0,177.0,10.0,450.1,496.4,11.04,423,Final_Test
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,18.0,283.09,392.13,9.01,424,Proper_Training
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,20.0,284.96,406.07,9.01,425,Proper_Training
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,23.0,287.96,409.84,8.01,426,Final_Test
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,25.0,276.91,392.13,8.01,427,Proper_Training
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,26.0,266.05,379.02,8.01,428,Final_Test
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,27.0,257.82,374.92,9.01,429,Proper_Training
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,29.0,248.83,367.05,9.01,430,Calibration
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,18.0,279.91,397.21,10.0,431,Proper_Training
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,20.0,283.84,401.97,9.01,432,Proper_Training
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,23.0,292.82,415.08,8.01,433,Final_Test
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,25.0,286.08,400.0,8.05,434,Proper_Training
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,26.0,281.97,389.02,9.01,435,Calibration
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,27.0,274.85,385.08,9.01,436,Calibration
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,29.0,264.93,378.03,9.01,437,Final_Test
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,18.0,277.47,394.43,9.01,438,Proper_Training
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,20.0,286.46,408.36,8.03,439,Final_Test
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,23.0,296.94,418.03,6.99,440,Proper_Training
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,25.0,291.89,407.21,8.01,441,Proper_Training
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,26.0,287.21,397.21,8.01,442,Final_Test
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,27.0,274.85,385.08,8.01,443,Final_Test
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,29.0,268.11,380.0,9.01,444,Proper_Training
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,18.0,272.04,390.0,9.01,445,Proper_Training
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,20.0,275.04,396.07,9.01,446,Final_Test
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,23.0,281.97,407.05,8.01,447,Final_Test
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,25.0,304.06,428.03,6.0,448,Proper_Training
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,26.0,302.0,421.97,6.99,449,Proper_Training
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,27.0,301.06,416.07,8.01,450,Proper_Training
0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,29.0,287.96,398.03,9.01,451,Proper_Training
